Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Concatenate/ExMemory 1/ExMemory 1,1.6359515823384657e-6,1.583249584717638e-6,1.6924457244528487e-6,1.8177678603169994e-7,1.5057089990670648e-7,2.3446700456725462e-7
Concatenate/ExMemory 1/ExMemory 2,1.507054115716395e-6,1.4751390304881203e-6,1.5618784810663616e-6,1.331257745058151e-7,7.239344665505909e-8,2.3538780599147697e-7
Concatenate/ExMemory 1/ExMemory 4,1.363362035369779e-6,1.320571770286944e-6,1.4219035886538722e-6,1.6834371011986755e-7,1.4144027915492302e-7,2.2425667126825355e-7
Concatenate/ExMemory 1/ExMemory 8,1.634650924034856e-6,1.5751275077409009e-6,1.7114788460395503e-6,2.465779398977922e-7,1.96829334584734e-7,3.529961182315701e-7
Concatenate/ExMemory 1/ExMemory 16,1.370808338136743e-6,1.3092665308168043e-6,1.448135236305597e-6,2.1108990715015912e-7,1.5735083156356854e-7,2.75746711330815e-7
Concatenate/ExMemory 1/ExMemory 32,1.6549761723775673e-6,1.5715997194343306e-6,1.800002312853899e-6,3.8992089919182593e-7,2.4864992115138784e-7,6.25502854536403e-7
Concatenate/ExMemory 1/ExMemory 64,1.559626638786319e-6,1.5070663326900398e-6,1.6196996585780904e-6,1.7240051370945475e-7,1.2706035621776168e-7,2.3007458252823854e-7
Concatenate/ExMemory 1/ExMemory 128,1.5767639790867738e-6,1.4732192230726889e-6,1.7866748026292394e-6,4.854330862726436e-7,2.2033795809856867e-7,8.357470464082293e-7
Concatenate/ExMemory 1/ExMemory 256,2.0210830744017094e-6,1.9105479905187115e-6,2.1391438267741834e-6,3.839385914069382e-7,3.1021049128333983e-7,5.115094468048427e-7
Concatenate/ExMemory 1/ExMemory 512,1.6315310202914448e-6,1.5284889269444956e-6,2.019881784146271e-6,6.139275034057491e-7,1.088084503642613e-7,1.299858917618174e-6
Concatenate/ExMemory 1/ExMemory 1024,1.7942228727035022e-6,1.7261071836405462e-6,1.8698232287801147e-6,2.3042094837745256e-7,1.8901157409896372e-7,2.9125662968587384e-7
Concatenate/ExMemory 1/ExMemory 2048,2.7149725930012594e-6,2.599235849218005e-6,2.9288586717687554e-6,5.093977533219902e-7,3.424240137672475e-7,7.334907605967411e-7
Concatenate/ExMemory 1/ExMemory 4096,3.5917057416242055e-6,3.5140771266625515e-6,3.739745114009031e-6,3.77010120886308e-7,2.6045492010921414e-7,5.411129779195662e-7
Concatenate/ExMemory 1/ExMemory 8192,6.820340170069955e-6,6.492640932903199e-6,7.382502394219066e-6,1.368053765110254e-6,1.0145972314566151e-6,1.8209280142531362e-6
Concatenate/ExMemory 1/ExMemory 16384,1.0901190306558336e-5,1.0407151867298626e-5,1.1732369000298372e-5,1.9995899748492472e-6,1.3493983287057828e-6,2.7858758664388306e-6
Concatenate/ExMemory 1/ExMemory 32768,2.1114163970396527e-5,2.021499363042398e-5,2.2134317547423447e-5,3.531150540749453e-6,2.8608958851815503e-6,4.641271975922535e-6
Concatenate/ExMemory 1/ExMemory 65536,4.047625327135405e-5,3.842391681935752e-5,4.433212595503215e-5,9.909378887137362e-6,7.670672225016362e-6,1.2297106321290733e-5
Concatenate/ExMemory 1/ExMemory 131072,8.353885859096964e-5,7.90318187903839e-5,8.991454100210257e-5,1.9014424612846543e-5,1.4268293008465521e-5,2.8391838204122145e-5
Concatenate/ExMemory 2/ExMemory 1,1.304682883455875e-6,1.2715275339533661e-6,1.3553898294043083e-6,1.4905853667370496e-7,1.2317708975473036e-7,1.9907710515166007e-7
Concatenate/ExMemory 2/ExMemory 1,1.327135186429994e-6,1.2718538252675076e-6,1.3919151020862916e-6,2.1028984042487801e-7,1.531572482332854e-7,2.8489577575816446e-7
Concatenate/ExMemory 2/ExMemory 1,1.5520020105413235e-6,1.5053482472566953e-6,1.6293286135883956e-6,1.9086819465210737e-7,1.5561319400496218e-7,2.4587751892724334e-7
Concatenate/ExMemory 2/ExMemory 2,1.5665702130087558e-6,1.4834766731719355e-6,1.6683864448156169e-6,3.2006544643785285e-7,2.4910642098319886e-7,3.8076290096644004e-7
Concatenate/ExMemory 2/ExMemory 4,1.2065008644582687e-6,1.1970411520773808e-6,1.2365869362370578e-6,5.336366361208863e-8,1.3540590692892344e-8,1.0926251530600234e-7
Concatenate/ExMemory 2/ExMemory 8,1.589657741698535e-6,1.5235203811558456e-6,1.7707592238680093e-6,3.6206141545416244e-7,1.8096103204526797e-7,6.356823894409576e-7
Concatenate/ExMemory 2/ExMemory 16,1.2238559587922961e-6,1.2109957441417708e-6,1.2552951933294887e-6,6.497047372980852e-8,3.599315353149432e-8,1.1250021301302832e-7
Concatenate/ExMemory 2/ExMemory 32,1.4315583249136506e-6,1.3824981704888632e-6,1.503536683122939e-6,1.966298415347571e-7,1.5903437203413005e-7,2.4249715717786e-7
Concatenate/ExMemory 2/ExMemory 64,1.4312662261097126e-6,1.391338556858287e-6,1.4779118724951273e-6,1.39147593466191e-7,1.1231643633266068e-7,1.8589415524422958e-7
Concatenate/ExMemory 2/ExMemory 128,1.5905033702981658e-6,1.5326075766058425e-6,1.6496793118854995e-6,1.898369322071542e-7,1.4743036584382975e-7,2.2984642221704687e-7
Concatenate/ExMemory 2/ExMemory 256,1.6119054399572678e-6,1.5587762810173522e-6,1.6877386232585562e-6,2.174481787764563e-7,1.5128693959440433e-7,3.281493086159449e-7
Concatenate/ExMemory 2/ExMemory 512,1.6703420241815741e-6,1.6548887537656936e-6,1.7044824855916799e-6,7.080470913202623e-8,4.6640134188863667e-8,1.128282302185198e-7
Concatenate/ExMemory 2/ExMemory 1024,1.8744896155576828e-6,1.7980301609686043e-6,1.959416724290751e-6,2.523993535909719e-7,1.9751201261547406e-7,3.3086981517586947e-7
Concatenate/ExMemory 2/ExMemory 2048,2.609478494327945e-6,2.5115502193978753e-6,2.735163602844281e-6,3.925856586410717e-7,3.0559289710720647e-7,4.969798622226933e-7
Concatenate/ExMemory 2/ExMemory 4096,4.067414537898235e-6,3.862480925949598e-6,4.338480320572681e-6,7.913430223665474e-7,6.381280299821616e-7,9.986119137847038e-7
Concatenate/ExMemory 2/ExMemory 8192,6.884476433898775e-6,6.5484579297108625e-6,7.315270696746382e-6,1.3493688973872619e-6,1.124263741868227e-6,1.7934707424463002e-6
Concatenate/ExMemory 2/ExMemory 16384,1.2273963993632407e-5,1.1320642305872989e-5,1.3151047134141591e-5,3.5226461936841076e-6,2.872588143462792e-6,4.511213615662173e-6
Concatenate/ExMemory 2/ExMemory 32768,1.753778843233584e-5,1.7258040959310816e-5,1.8294105355456426e-5,1.2980377691795301e-6,6.159679737413138e-7,2.415020143091889e-6
Concatenate/ExMemory 2/ExMemory 65536,3.9778016388416385e-5,3.725816718046743e-5,4.298369036740552e-5,1.0413173826128703e-5,7.620981993081359e-6,1.3492859206767638e-5
Concatenate/ExMemory 2/ExMemory 131072,7.311961478152335e-5,6.886865450710443e-5,8.114602049108046e-5,1.9849189867472753e-5,1.3653566085111778e-5,3.0368774753118025e-5
Concatenate/ExMemory 4/ExMemory 1,1.6488783824480776e-6,1.5597002368382148e-6,1.7548819933713836e-6,3.1666242433597756e-7,2.3059308666149687e-7,4.150866483126316e-7
Concatenate/ExMemory 4/ExMemory 1,1.3593468261382907e-6,1.30793316629663e-6,1.426634842642021e-6,2.0267412683759e-7,1.7757892867689773e-7,2.3877018850850067e-7
Concatenate/ExMemory 4/ExMemory 1,1.7291508695008195e-6,1.6541133169719315e-6,1.8415709514866662e-6,3.1488209986472653e-7,2.639753908039945e-7,4.066324062923542e-7
Concatenate/ExMemory 4/ExMemory 2,1.1942369388659066e-6,1.1902636855257522e-6,1.2026717807335706e-6,1.8298704062326946e-8,7.961724503649561e-9,3.2459388644838405e-8
Concatenate/ExMemory 4/ExMemory 4,1.3223577242193942e-6,1.244876852639113e-6,1.5493702871165912e-6,4.121426756066634e-7,1.2705575477423447e-7,7.599413627110439e-7
Concatenate/ExMemory 4/ExMemory 8,1.4438535548598229e-6,1.3815970135337497e-6,1.4832355458129434e-6,1.5467802892363612e-7,1.2542952343017224e-7,1.957889059784611e-7
Concatenate/ExMemory 4/ExMemory 16,1.665770938160102e-6,1.5170277331960707e-6,2.085745892962444e-6,8.45404741324493e-7,1.689071548727513e-7,1.613733968909289e-6
Concatenate/ExMemory 4/ExMemory 32,1.3655876414582989e-6,1.3148232099586538e-6,1.4359427946909357e-6,1.932008234321739e-7,1.2944972668881193e-7,2.906953753607696e-7
Concatenate/ExMemory 4/ExMemory 64,1.6321198158442036e-6,1.5685653893353124e-6,1.6939022102488966e-6,2.2321296363153268e-7,1.7381606623947858e-7,2.628783550541153e-7
Concatenate/ExMemory 4/ExMemory 128,1.4626742438944997e-6,1.4208765206842914e-6,1.5224799879274214e-6,1.7874539367526933e-7,1.3031912296547447e-7,2.3386034965851565e-7
Concatenate/ExMemory 4/ExMemory 256,1.6907096415306391e-6,1.6285614786764812e-6,1.7800270466422347e-6,2.3683935479708006e-7,1.7120814596046668e-7,3.4728457702714434e-7
Concatenate/ExMemory 4/ExMemory 512,1.702820951564417e-6,1.6780950562976304e-6,1.7429364512006787e-6,1.1501415111056971e-7,8.181335895937714e-8,1.6313988926606097e-7
Concatenate/ExMemory 4/ExMemory 1024,2.13164752638246e-6,2.0865898727381915e-6,2.2070497237421676e-6,2.0840011970942013e-7,1.599481572763286e-7,2.7488375581021327e-7
Concatenate/ExMemory 4/ExMemory 2048,2.6273958479311678e-6,2.514903606962808e-6,2.7382447229447133e-6,3.8083036037246097e-7,3.0245729766649064e-7,4.833862711979654e-7
Concatenate/ExMemory 4/ExMemory 4096,4.086427036557097e-6,3.885943413568829e-6,4.344703411101864e-6,8.533045724846686e-7,6.257577363905043e-7,1.2538922854273534e-6
Concatenate/ExMemory 4/ExMemory 8192,7.026904689056877e-6,6.588394894486524e-6,7.608072549451917e-6,1.6251067464898428e-6,1.2996486255458197e-6,2.081284007933394e-6
Concatenate/ExMemory 4/ExMemory 16384,1.1138260041920748e-5,1.0668927262417457e-5,1.1916771952729425e-5,1.9913511035337975e-6,1.412477678719498e-6,2.856451229906774e-6
Concatenate/ExMemory 4/ExMemory 32768,2.5657858417645413e-5,2.3565277863949937e-5,2.830265264472587e-5,8.097893158218551e-6,6.560985493930015e-6,9.410289532176584e-6
Concatenate/ExMemory 4/ExMemory 65536,5.3574732266499735e-5,4.7624562115219026e-5,6.218433845122961e-5,2.157859004109154e-5,1.5492556074743757e-5,3.0490390402214135e-5
Concatenate/ExMemory 4/ExMemory 131072,9.878536126362344e-5,8.952102423857955e-5,1.0516517359702699e-4,2.618946075479748e-5,2.2869078482774398e-5,3.1977392382280844e-5
Concatenate/ExMemory 8/ExMemory 1,1.4046865196196056e-6,1.3415742350713225e-6,1.5399740656649542e-6,3.1257049471708993e-7,2.0477786513502393e-7,5.294250072447729e-7
Concatenate/ExMemory 8/ExMemory 1,1.319771594710176e-6,1.286909835745648e-6,1.3687681807395043e-6,1.353958534598625e-7,9.689980050365645e-8,1.948539104639554e-7
Concatenate/ExMemory 8/ExMemory 1,1.5413187881203976e-6,1.4876070758200339e-6,1.604311459487825e-6,1.8277120453149998e-7,1.4133882179954424e-7,2.625479181825307e-7
Concatenate/ExMemory 8/ExMemory 2,1.4287269356541222e-6,1.3848489158142754e-6,1.4932395246940363e-6,1.7651078090212488e-7,1.5091397181953153e-7,2.1795148040665119e-7
Concatenate/ExMemory 8/ExMemory 4,1.3526335689725062e-6,1.2932257728861505e-6,1.4160097003647683e-6,2.2704686100282433e-7,1.7153981167434552e-7,3.067616993162332e-7
Concatenate/ExMemory 8/ExMemory 8,1.4187234709196113e-6,1.3629441187514263e-6,1.4876880095773599e-6,2.136947596476472e-7,1.7448164290958512e-7,2.908697857173144e-7
Concatenate/ExMemory 8/ExMemory 16,1.4628621639292981e-6,1.4032991420997833e-6,1.5326962012926137e-6,2.0516775768488802e-7,1.8220890150646043e-7,2.4816769506764334e-7
Concatenate/ExMemory 8/ExMemory 32,1.6068124774643622e-6,1.5601420216514776e-6,1.6567427287152136e-6,1.6640115983317562e-7,1.360530284053641e-7,2.2056405033515324e-7
Concatenate/ExMemory 8/ExMemory 64,1.4773146125742713e-6,1.4402282766751726e-6,1.5244843278554393e-6,1.4365386154404463e-7,1.1133118632911478e-7,1.8883991224357302e-7
Concatenate/ExMemory 8/ExMemory 128,1.458570014614062e-6,1.419667458105264e-6,1.5289682959800213e-6,1.5854730260002454e-7,1.1815628052483563e-7,2.3555483693459094e-7
Concatenate/ExMemory 8/ExMemory 256,1.8014902173817599e-6,1.707882481731487e-6,1.908976452420999e-6,3.404011700203397e-7,2.8569909343346415e-7,3.907916328530187e-7
Concatenate/ExMemory 8/ExMemory 512,1.8796515089929562e-6,1.801667506090096e-6,1.973264444991573e-6,2.9356525427298526e-7,2.2513347554438192e-7,4.130088773235445e-7
Concatenate/ExMemory 8/ExMemory 1024,1.8605790916416826e-6,1.7901036513702902e-6,1.9240624777300527e-6,2.2309665755534686e-7,1.832847280973726e-7,2.755192396504103e-7
Concatenate/ExMemory 8/ExMemory 2048,2.7284221742624144e-6,2.5761903978436154e-6,2.8741894162945295e-6,5.179262616916177e-7,3.710919746561369e-7,7.181901579310439e-7
Concatenate/ExMemory 8/ExMemory 4096,3.769759413212189e-6,3.638810503028016e-6,3.981278338975872e-6,5.649582961324677e-7,3.50981379337966e-7,9.792088686294192e-7
Concatenate/ExMemory 8/ExMemory 8192,6.967233096278214e-6,6.560139130487678e-6,7.360791761958817e-6,1.3758873521936257e-6,1.2018845422557926e-6,1.5953632846962088e-6
Concatenate/ExMemory 8/ExMemory 16384,1.031901601369142e-5,9.887458436862132e-6,1.0977112541427456e-5,1.8367528941068606e-6,8.159412636493543e-7,3.144795806681922e-6
Concatenate/ExMemory 8/ExMemory 32768,2.0591161954583997e-5,1.9200031354219625e-5,2.245319284702952e-5,5.3469158281700925e-6,3.829471253445941e-6,7.252826468081096e-6
Concatenate/ExMemory 8/ExMemory 65536,4.541309289517526e-5,4.20483963683615e-5,5.056177529059604e-5,1.3836822980528555e-5,1.1615961998209184e-5,1.8422392875233594e-5
Concatenate/ExMemory 8/ExMemory 131072,9.211149627108411e-5,8.530486535428562e-5,1.0088084744199017e-4,2.5340643402245583e-5,1.9111570229467737e-5,3.318278218858991e-5
Concatenate/ExMemory 16/ExMemory 1,1.3658534419031592e-6,1.2983376122176017e-6,1.4261288356027333e-6,2.1378376941027458e-7,1.623909289940056e-7,2.7083919535838403e-7
Concatenate/ExMemory 16/ExMemory 1,1.7356109026469626e-6,1.6150278484813184e-6,2.1260469669785903e-6,6.780101573891186e-7,2.603269888851724e-7,1.2398140947493517e-6
Concatenate/ExMemory 16/ExMemory 1,1.3354088300083776e-6,1.29065478448506e-6,1.4032536971059274e-6,1.8208809208862469e-7,1.5400588879364128e-7,2.2173352741143934e-7
Concatenate/ExMemory 16/ExMemory 2,1.3652753281929661e-6,1.3162989401954926e-6,1.4353692094105423e-6,1.860058691967172e-7,1.33719035416191e-7,2.749621992280693e-7
Concatenate/ExMemory 16/ExMemory 4,1.234749620018221e-6,1.2206178683891854e-6,1.27801406508168e-6,8.113796598118967e-8,5.1958182190868505e-8,1.221496870714015e-7
Concatenate/ExMemory 16/ExMemory 8,1.5344961461994982e-6,1.4670802108310694e-6,1.6141323332280645e-6,2.3047592712984055e-7,1.9207395865745377e-7,2.823866599316274e-7
Concatenate/ExMemory 16/ExMemory 16,1.6460286523364467e-6,1.5784367022112984e-6,1.7112750354576968e-6,2.204155731536684e-7,1.6943080609330691e-7,2.6219444376728804e-7
Concatenate/ExMemory 16/ExMemory 32,1.6180353641066653e-6,1.545851383803931e-6,1.6889670783359132e-6,2.3479799160544785e-7,1.865932593835653e-7,3.11919976061095e-7
Concatenate/ExMemory 16/ExMemory 64,1.5073571844060594e-6,1.447377730418321e-6,1.5860705299489112e-6,2.207737891539182e-7,1.5022978199432815e-7,2.867665433505538e-7
Concatenate/ExMemory 16/ExMemory 128,1.6615296220361617e-6,1.5928482836921804e-6,1.7386617777171653e-6,2.3595577565521612e-7,1.7112589204221067e-7,3.0812315776299516e-7
Concatenate/ExMemory 16/ExMemory 256,1.5271011245217793e-6,1.4926410030619927e-6,1.6111197780806666e-6,1.8537163518951936e-7,9.097040128038262e-8,3.1401544046717565e-7
Concatenate/ExMemory 16/ExMemory 512,1.8041766309613751e-6,1.757271131383219e-6,1.8755742501084844e-6,2.047806749805911e-7,1.5339561702344224e-7,3.3253488316272234e-7
Concatenate/ExMemory 16/ExMemory 1024,2.057478456520137e-6,2.0102263476670577e-6,2.142484838498385e-6,2.0819790142791316e-7,1.7068485170006597e-7,2.8882214021122677e-7
Concatenate/ExMemory 16/ExMemory 2048,2.9712843475242523e-6,2.8302148784273396e-6,3.178283265871692e-6,6.430817922327192e-7,4.001592083674532e-7,1.029011548887912e-6
Concatenate/ExMemory 16/ExMemory 4096,4.287914980780221e-6,4.026636360670406e-6,4.567339708757036e-6,8.602067278965168e-7,6.89296619532196e-7,1.0864087974499595e-6
Concatenate/ExMemory 16/ExMemory 8192,7.2922728009673185e-6,6.807679795108587e-6,9.073707621122833e-6,2.6213485209952117e-6,1.1969684734203408e-6,5.099557245247544e-6
Concatenate/ExMemory 16/ExMemory 16384,1.217688870474493e-5,1.137849264917303e-5,1.3187559164367431e-5,3.0021922365728255e-6,2.4717557701101897e-6,3.8086525867468334e-6
Concatenate/ExMemory 16/ExMemory 32768,2.3453241905966572e-5,2.1832525152180724e-5,2.5686542870281078e-5,6.7172577349273565e-6,5.433641718204184e-6,8.532440310813964e-6
Concatenate/ExMemory 16/ExMemory 65536,4.1576311763444e-5,3.9168133341935856e-5,4.512946619851002e-5,9.658256746888257e-6,7.702546964264125e-6,1.3033757903851836e-5
Concatenate/ExMemory 16/ExMemory 131072,7.442629344550712e-5,7.188963769850304e-5,8.125807538417654e-5,1.2888691670331452e-5,9.965827642275913e-6,1.9458662484713588e-5
Concatenate/ExMemory 32/ExMemory 1,1.5892362155487968e-6,1.5200879937250765e-6,1.694584146554602e-6,2.6811090583727167e-7,2.2494991591802029e-7,3.2961558733017206e-7
Concatenate/ExMemory 32/ExMemory 1,1.5105196748237501e-6,1.4584146376420875e-6,1.566494627129626e-6,1.8111487611007756e-7,1.5038832184049942e-7,2.1477152944746826e-7
Concatenate/ExMemory 32/ExMemory 1,1.759065094736745e-6,1.6786372556165447e-6,1.8287637530058433e-6,2.652186853942698e-7,2.3169466572449665e-7,3.1047824546874395e-7
Concatenate/ExMemory 32/ExMemory 2,1.7249740074486016e-6,1.664839499812174e-6,1.7923525071585592e-6,2.0430282276605495e-7,1.6892176570811846e-7,2.4973004774834796e-7
Concatenate/ExMemory 32/ExMemory 4,1.566661775072404e-6,1.521929613635718e-6,1.6453858135492158e-6,2.2032497022203686e-7,1.8682987254478102e-7,2.841797249154591e-7
Concatenate/ExMemory 32/ExMemory 8,1.5344815546213197e-6,1.4686134042899484e-6,1.613036390155275e-6,2.553552993431801e-7,1.9512941362165674e-7,3.1398014898540014e-7
Concatenate/ExMemory 32/ExMemory 16,1.551840856268107e-6,1.4729185740385228e-6,1.621644106592019e-6,2.4135257984547823e-7,1.8699168666030248e-7,3.0386266939968485e-7
Concatenate/ExMemory 32/ExMemory 32,1.4572164176282534e-6,1.4070854874050046e-6,1.519593885330461e-6,1.8664612286247699e-7,1.6273528497644728e-7,2.346994084161315e-7
Concatenate/ExMemory 32/ExMemory 64,1.3993064129433836e-6,1.3626915684751099e-6,1.4596422945637066e-6,1.4278411993838338e-7,8.735729134881689e-8,2.384704856348338e-7
Concatenate/ExMemory 32/ExMemory 128,1.5714227698786815e-6,1.5050993349908353e-6,1.6565204863304514e-6,2.412925162072377e-7,1.7868399654562405e-7,2.961167522498267e-7
Concatenate/ExMemory 32/ExMemory 256,1.663348468835452e-6,1.6072217272504765e-6,1.7323725365313302e-6,2.1700938645209585e-7,1.6085767971036738e-7,2.9539417883028146e-7
Concatenate/ExMemory 32/ExMemory 512,1.8203048681311536e-6,1.770578304308575e-6,1.883684196131105e-6,1.733747952234659e-7,1.4351868487176292e-7,2.1026580944203199e-7
Concatenate/ExMemory 32/ExMemory 1024,1.8376110257811061e-6,1.76114688957831e-6,1.939790626117496e-6,3.090301021002017e-7,2.2289133511169594e-7,4.382576575579261e-7
Concatenate/ExMemory 32/ExMemory 2048,2.619088020376058e-6,2.478249715430872e-6,2.7837833944916895e-6,5.020499682823258e-7,3.800031072277451e-7,6.131412585510799e-7
Concatenate/ExMemory 32/ExMemory 4096,4.718281703529559e-6,4.3970800122958615e-6,5.3185399885118796e-6,1.3185381292348605e-6,8.018922744199508e-7,2.0621301822808043e-6
Concatenate/ExMemory 32/ExMemory 8192,7.121214855955752e-6,6.682164830093714e-6,7.552735022594912e-6,1.5688614190760037e-6,1.320105531507596e-6,1.940477183949161e-6
Concatenate/ExMemory 32/ExMemory 16384,1.317172971385329e-5,1.2161188433461649e-5,1.4693325489751782e-5,4.209647780309039e-6,3.1617676113322198e-6,6.358704185868603e-6
Concatenate/ExMemory 32/ExMemory 32768,2.0022999796550067e-5,1.8961317518767626e-5,2.1737717583124498e-5,4.756114545412882e-6,2.2151680849056686e-6,8.96861870154222e-6
Concatenate/ExMemory 32/ExMemory 65536,4.156565417037069e-5,3.8406117167181805e-5,4.879157709722021e-5,1.4873198844692503e-5,1.0184426834392239e-5,2.2606454534267023e-5
Concatenate/ExMemory 32/ExMemory 131072,9.622028375390912e-5,8.955878129852941e-5,1.097049916491249e-4,3.1663588246517935e-5,2.5892766639055677e-5,3.959043092107817e-5
Concatenate/ExMemory 64/ExMemory 1,1.701622798564903e-6,1.5913689369640765e-6,2.095690289013532e-6,6.878710707577414e-7,2.6131792574276515e-7,1.3674986358986783e-6
Concatenate/ExMemory 64/ExMemory 1,1.4769484098106827e-6,1.4189575168899078e-6,1.548515946226593e-6,2.286919602753552e-7,1.787846975113784e-7,2.848756334934292e-7
Concatenate/ExMemory 64/ExMemory 1,1.5697990897057285e-6,1.5119428212617932e-6,1.6495955164266294e-6,2.2338874026678398e-7,1.7423684365098226e-7,2.754800835393171e-7
Concatenate/ExMemory 64/ExMemory 2,1.6085944747664678e-6,1.5467262691338994e-6,1.6926109929062801e-6,2.2145320969913026e-7,1.5619465162100213e-7,3.072168538124385e-7
Concatenate/ExMemory 64/ExMemory 4,1.530416985051362e-6,1.4540602482628362e-6,1.6086077523840844e-6,2.3094232383544886e-7,1.8710183267289425e-7,2.940475624815814e-7
Concatenate/ExMemory 64/ExMemory 8,1.5142884693285718e-6,1.4538737419857895e-6,1.5898771708120704e-6,2.2917195201243846e-7,1.718413690228959e-7,2.9523098957796024e-7
Concatenate/ExMemory 64/ExMemory 16,1.536612680466132e-6,1.4774115194065222e-6,1.633961431890824e-6,2.3409230710987288e-7,1.70194416114223e-7,3.1324798703821276e-7
Concatenate/ExMemory 64/ExMemory 32,1.5322637726500446e-6,1.4605901304420504e-6,1.6354241173640005e-6,2.740366600952093e-7,2.3542392338907563e-7,3.4638072350678027e-7
Concatenate/ExMemory 64/ExMemory 64,1.6863569638141807e-6,1.636910843369356e-6,1.777678443039062e-6,2.4115096675554806e-7,1.8571409278636403e-7,3.20948541737321e-7
Concatenate/ExMemory 64/ExMemory 128,1.6139157091290883e-6,1.5504573988612833e-6,1.6812276391971186e-6,2.2609570230081054e-7,1.6633735679120449e-7,3.0909844520613855e-7
Concatenate/ExMemory 64/ExMemory 256,2.1125459090329255e-6,2.0152714694656764e-6,2.275605254005912e-6,3.937704885737636e-7,2.7640818990537347e-7,5.587640493474476e-7
Concatenate/ExMemory 64/ExMemory 512,1.7512784201309447e-6,1.7017476072082962e-6,1.8166437084176152e-6,1.786389893386246e-7,1.1067958325219031e-7,2.6587817666531224e-7
Concatenate/ExMemory 64/ExMemory 1024,1.830059586041788e-6,1.7769723946674672e-6,1.8897134349756724e-6,1.9059650910233192e-7,1.6452178302524783e-7,2.6286897717068515e-7
Concatenate/ExMemory 64/ExMemory 2048,2.5285052124055444e-6,2.433146313421484e-6,2.755485870901082e-6,4.3343980682652314e-7,3.0735229048821407e-7,5.820840291909421e-7
Concatenate/ExMemory 64/ExMemory 4096,3.607096600633703e-6,3.520759773449655e-6,3.947723114770768e-6,4.3747794612757506e-7,1.969780645684351e-7,8.884691147260017e-7
Concatenate/ExMemory 64/ExMemory 8192,6.4440648337633246e-6,6.140435112494194e-6,6.917791945422838e-6,1.224319149666152e-6,9.327778709041001e-7,1.746664186908649e-6
Concatenate/ExMemory 64/ExMemory 16384,1.141968086446261e-5,1.075578164657474e-5,1.2227690161911138e-5,2.854029776988455e-6,2.138088978589697e-6,3.70674113502481e-6
Concatenate/ExMemory 64/ExMemory 32768,1.9914182253102536e-5,1.8794190790288072e-5,2.1222816791767334e-5,4.306336872150456e-6,2.75002691275989e-6,5.54741055673759e-6
Concatenate/ExMemory 64/ExMemory 65536,4.018850411121859e-5,3.818721173534934e-5,4.34762765745618e-5,8.464175613146613e-6,6.7789478944579195e-6,1.0854899017193326e-5
Concatenate/ExMemory 64/ExMemory 131072,8.370012993933575e-5,7.885599733225139e-5,9.226563504082549e-5,2.030384980922047e-5,1.6042258428947807e-5,2.8734991952546172e-5
Concatenate/ExMemory 128/ExMemory 1,1.4377539324642255e-6,1.3967309564445258e-6,1.5084092485770316e-6,1.61933159703456e-7,1.0785595056709364e-7,2.3470404784846241e-7
Concatenate/ExMemory 128/ExMemory 1,1.7278914895653345e-6,1.6502928817926e-6,1.8165708527472589e-6,2.759420154651966e-7,2.1473129739379807e-7,3.5371151645082614e-7
Concatenate/ExMemory 128/ExMemory 1,1.3265577886290042e-6,1.323035142245699e-6,1.332697122014535e-6,1.589775071264771e-8,1.0656957246946653e-8,2.2107421010685307e-8
Concatenate/ExMemory 128/ExMemory 2,1.4310653579921148e-6,1.392505298641602e-6,1.5069730706560737e-6,1.7299534157238835e-7,9.559328327150465e-8,3.073576802938884e-7
Concatenate/ExMemory 128/ExMemory 4,1.360825112174732e-6,1.3585973212628245e-6,1.3635284458246223e-6,8.747133830140031e-9,6.686635419843733e-9,1.1322628748019093e-8
Concatenate/ExMemory 128/ExMemory 8,1.6829295005558909e-6,1.619879926917524e-6,1.7778288677652286e-6,2.6598318720309576e-7,2.0875211512544284e-7,3.5454600612811635e-7
Concatenate/ExMemory 128/ExMemory 16,1.5817835796554011e-6,1.5446620168112988e-6,1.6293767503856968e-6,1.3745743942563839e-7,1.1581030621892849e-7,1.779990502666708e-7
Concatenate/ExMemory 128/ExMemory 32,1.6288028258708805e-6,1.5720158346315151e-6,1.6894608421735925e-6,2.259510989823493e-7,1.9311143444815878e-7,2.8497485883634904e-7
Concatenate/ExMemory 128/ExMemory 64,1.612184105129653e-6,1.57081838451614e-6,1.704289873219885e-6,1.6681327952967734e-7,1.1924885314715123e-7,2.2467832841224947e-7
Concatenate/ExMemory 128/ExMemory 128,1.987299580073413e-6,1.904275703452614e-6,2.1399472365871813e-6,3.4274595965911903e-7,2.458508111536426e-7,4.785661813189255e-7
Concatenate/ExMemory 128/ExMemory 256,1.923635182308218e-6,1.8463849691758447e-6,1.9959293945859684e-6,2.5847326955079144e-7,2.18195519399777e-7,3.2794030669276025e-7
Concatenate/ExMemory 128/ExMemory 512,1.9551170366187784e-6,1.8506579379453168e-6,2.4041477938064406e-6,6.436079696765688e-7,1.9241460956495256e-7,1.4250965331622508e-6
Concatenate/ExMemory 128/ExMemory 1024,2.2088615911193248e-6,2.139000447244532e-6,2.289556245996238e-6,2.447264581970074e-7,2.095297198783061e-7,2.9239028517872296e-7
