Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Nop1/ExMemory 1,9.194695942179804e-7,9.016514484861924e-7,9.582086325870734e-7,6.770697005120425e-8,5.297983858113301e-8,9.25294415314677e-8
Nop2/ExMemory 1/ExMemory 1,1.1774288879691973e-6,1.1406653629282313e-6,1.2362498594212511e-6,1.526966324423077e-7,1.1432353250907613e-7,2.1562867607734675e-7
Nop3/ExMemory 1/ExMemory 1/ExMemory 1,1.2726346069603349e-6,1.252266188355108e-6,1.3016529983110884e-6,8.600772110430426e-8,5.588409391181153e-8,1.3022393201159928e-7
AddInteger/ExMemory 1/ExMemory 1,1.7392254676453512e-6,1.6703798752367886e-6,1.8136506165207778e-6,2.6068317600585184e-7,2.245598600128417e-7,3.3362966120707985e-7
AddInteger/ExMemory 1/ExMemory 3,1.1240320526233849e-6,1.1220184888532283e-6,1.127519800024435e-6,7.532109893224444e-9,5.664859592968871e-9,1.0779642856932613e-8
AddInteger/ExMemory 1/ExMemory 5,1.4417562353616757e-6,1.3667731968977524e-6,1.5165498770568291e-6,2.589822438082045e-7,2.1896741312052174e-7,3.0222471825043363e-7
AddInteger/ExMemory 1/ExMemory 7,1.493823917408282e-6,1.4490258275631649e-6,1.5357954339487652e-6,1.5359667665071293e-7,1.1565681947969587e-7,2.077111179578727e-7
AddInteger/ExMemory 1/ExMemory 9,1.6060192248660512e-6,1.5558147747643316e-6,1.7086882271014487e-6,2.3537392225205105e-7,1.6292603109990798e-7,3.666694763769065e-7
AddInteger/ExMemory 1/ExMemory 11,1.5677370711936088e-6,1.5177167393929167e-6,1.618484619174665e-6,1.7573166954669925e-7,1.4577322871264532e-7,2.200938724022457e-7
AddInteger/ExMemory 1/ExMemory 13,1.498371273889985e-6,1.457376972200146e-6,1.5831489070056063e-6,1.8749007594914502e-7,1.2185284524263592e-7,3.368088982711016e-7
AddInteger/ExMemory 1/ExMemory 15,1.160982148249587e-6,1.1462515780566892e-6,1.1914417676954864e-6,7.522057807196196e-8,4.790779537674464e-8,1.1018462695131075e-7
AddInteger/ExMemory 1/ExMemory 17,1.5488122718454173e-6,1.4914362830138103e-6,1.6434694947333352e-6,2.572470316574391e-7,2.1447793518445143e-7,3.4803300127544877e-7
AddInteger/ExMemory 1/ExMemory 19,1.3174525633385382e-6,1.2626543858666407e-6,1.389999035061137e-6,2.1044156659723148e-7,1.7284979828215382e-7,2.73115881039003e-7
AddInteger/ExMemory 1/ExMemory 21,1.32097113197514e-6,1.2057766536184398e-6,1.6812793528954576e-6,6.313746062586513e-7,1.656826791212065e-7,1.1513132170734662e-6
AddInteger/ExMemory 1/ExMemory 23,1.4879033080482897e-6,1.4574243936539773e-6,1.5333839011159041e-6,1.258951519701377e-7,8.250299647078407e-8,1.8754118414260036e-7
AddInteger/ExMemory 1/ExMemory 25,1.403102750802282e-6,1.3384687386577256e-6,1.4983042737108655e-6,2.8125635841234955e-7,2.2946030646781237e-7,3.383713068498906e-7
AddInteger/ExMemory 1/ExMemory 27,1.2654380290157882e-6,1.212624821683017e-6,1.3198349081004383e-6,1.7450124099816944e-7,1.3775282921746734e-7,2.093318455564043e-7
AddInteger/ExMemory 1/ExMemory 29,1.5882639860337432e-6,1.5340245748784727e-6,1.6550000145292049e-6,1.9941736839467612e-7,1.4154305410844115e-7,3.0080861212690396e-7
AddInteger/ExMemory 1/ExMemory 31,1.532954115523133e-6,1.4949636012491641e-6,1.5886518239336348e-6,1.545054332660651e-7,1.2599095411557428e-7,1.8689926771911416e-7
AddInteger/ExMemory 3/ExMemory 1,1.6016737934685386e-6,1.5481349203372374e-6,1.6954222959533241e-6,2.2851211423774393e-7,1.5269455092945713e-7,3.605075526783706e-7
AddInteger/ExMemory 3/ExMemory 3,1.1787580933923113e-6,1.1690546659821986e-6,1.201556564823886e-6,5.235460546892402e-8,2.5209006768849943e-8,8.718773026326837e-8
AddInteger/ExMemory 3/ExMemory 5,1.4828149817731529e-6,1.4600154260116963e-6,1.5340091596736548e-6,1.2444306935856888e-7,8.139691231030764e-8,1.9397589248545094e-7
AddInteger/ExMemory 3/ExMemory 7,1.4401050753603694e-6,1.3807563481801101e-6,1.5110273724715043e-6,2.0796900527508882e-7,1.671033591701993e-7,2.857349730484504e-7
AddInteger/ExMemory 3/ExMemory 9,1.5116262101367023e-6,1.4699626833829855e-6,1.5849505173135754e-6,1.9372053309564333e-7,1.1005723594743426e-7,3.280181666556696e-7
AddInteger/ExMemory 3/ExMemory 11,1.475366560777466e-6,1.4152503103164483e-6,1.5250422728808154e-6,1.7796815608814972e-7,1.3561857644409687e-7,2.3924182708795725e-7
AddInteger/ExMemory 3/ExMemory 13,1.527284339230298e-6,1.4905082099260967e-6,1.6497847815879118e-6,1.7412974035066565e-7,8.92407382015489e-8,3.2637043196164853e-7
AddInteger/ExMemory 3/ExMemory 15,1.5066743454664754e-6,1.461707060849073e-6,1.5500486563511884e-6,1.5395921877762493e-7,1.1527241166960743e-7,2.0673918069819936e-7
AddInteger/ExMemory 3/ExMemory 17,1.599452003075612e-6,1.5266340364338108e-6,1.797901004340586e-6,4.183264269258331e-7,1.1730873619233599e-7,8.594832712007515e-7
AddInteger/ExMemory 3/ExMemory 19,1.500804402581954e-6,1.4401914189212855e-6,1.567103171472909e-6,2.129426236933265e-7,1.6931408163259873e-7,2.652671276513536e-7
AddInteger/ExMemory 3/ExMemory 21,1.48644503061437e-6,1.4612382455205824e-6,1.5380100674563933e-6,1.225881931466732e-7,6.474212152069912e-8,1.8154696107522327e-7
AddInteger/ExMemory 3/ExMemory 23,1.560072248622705e-6,1.5123475892152773e-6,1.6242840822322498e-6,1.7034417081369618e-7,1.2801351672894397e-7,2.035436820860327e-7
AddInteger/ExMemory 3/ExMemory 25,1.3014651312255524e-6,1.2430481980241628e-6,1.3624185862399815e-6,1.98555031731758e-7,1.6020415165531507e-7,2.3854557243123666e-7
AddInteger/ExMemory 3/ExMemory 27,1.2904677427149037e-6,1.235214170363619e-6,1.366478410603832e-6,2.0879914350402566e-7,1.5381311347561534e-7,2.7866344182060443e-7
AddInteger/ExMemory 3/ExMemory 29,1.1824036251646675e-6,1.1732318471541253e-6,1.20926965709226e-6,4.4161180636338e-8,2.2521438042840466e-8,7.581126911704115e-8
AddInteger/ExMemory 3/ExMemory 31,1.2690367386185286e-6,1.2331609662330952e-6,1.3204836078473502e-6,1.519254517452279e-7,1.247604317042791e-7,1.8476607662266582e-7
AddInteger/ExMemory 5/ExMemory 1,1.2335058590630016e-6,1.1913253608840132e-6,1.2765911137082884e-6,1.3297388208399672e-7,1.1691079661940403e-7,1.4851985639332585e-7
AddInteger/ExMemory 5/ExMemory 3,1.5280668355602084e-6,1.491421710213465e-6,1.578709242357489e-6,1.5266383836701508e-7,1.1816858194706919e-7,2.1190531364356532e-7
AddInteger/ExMemory 5/ExMemory 5,1.3923191722367083e-6,1.327698313366174e-6,1.4786748495326724e-6,2.276567509686226e-7,1.9247262555308194e-7,2.861811581238153e-7
AddInteger/ExMemory 5/ExMemory 7,1.6259322333777525e-6,1.5669212937954682e-6,1.6933580293140303e-6,2.151160506704358e-7,1.7057825278202608e-7,2.6119596245184665e-7
AddInteger/ExMemory 5/ExMemory 9,1.6313100773991528e-6,1.5842938036563475e-6,1.7119679808233708e-6,2.1337960799449707e-7,1.8151711745766672e-7,2.5353377075521975e-7
AddInteger/ExMemory 5/ExMemory 11,1.4536116550558343e-6,1.4206262183746632e-6,1.4945035963105754e-6,1.22623692149091e-7,8.215672271715147e-8,1.805735299765415e-7
AddInteger/ExMemory 5/ExMemory 13,1.5092329619044863e-6,1.481859217696161e-6,1.553694906828961e-6,1.1026406107216102e-7,8.609596426526281e-8,1.5453066613032386e-7
AddInteger/ExMemory 5/ExMemory 15,1.648050455917738e-6,1.595937226459375e-6,1.7236457198208707e-6,2.140624856029382e-7,1.7700921880425232e-7,2.851914407011412e-7
AddInteger/ExMemory 5/ExMemory 17,1.5510096338176138e-6,1.5060097746147574e-6,1.5921198031795794e-6,1.354201321160339e-7,1.1018811563503615e-7,1.754118424541033e-7
AddInteger/ExMemory 5/ExMemory 19,1.5133764203855626e-6,1.46531623582715e-6,1.587420534924018e-6,2.2123844766411475e-7,1.537763667676152e-7,3.473025449203541e-7
AddInteger/ExMemory 5/ExMemory 21,1.5939115101603316e-6,1.5402597024605437e-6,1.6838826772507824e-6,1.9439862087537845e-7,1.4860917493712536e-7,2.4968009871222525e-7
AddInteger/ExMemory 5/ExMemory 23,1.4667328790235056e-6,1.3904700092933741e-6,1.547954532239756e-6,2.4862067777854486e-7,1.9192497302354987e-7,3.164218167566378e-7
AddInteger/ExMemory 5/ExMemory 25,1.599195190708256e-6,1.5541634466741853e-6,1.659170741297136e-6,1.7396315848951802e-7,1.370677760659338e-7,2.1733460497177123e-7
AddInteger/ExMemory 5/ExMemory 27,1.4636153366738136e-6,1.3888282311529002e-6,1.556229485468142e-6,2.900905111281589e-7,2.1231942151266865e-7,3.8995996118583855e-7
AddInteger/ExMemory 5/ExMemory 29,1.580739550971665e-6,1.5383221722547379e-6,1.6586108883957677e-6,1.8656559480630966e-7,1.4373198824721368e-7,2.399274358868565e-7
AddInteger/ExMemory 5/ExMemory 31,1.3557242442384587e-6,1.2934942896595455e-6,1.454920366129012e-6,2.4897304412370166e-7,1.8067513157049378e-7,3.974103169938282e-7
AddInteger/ExMemory 7/ExMemory 1,1.5785930159216142e-6,1.5330646690733948e-6,1.6408729976644383e-6,1.871520283438184e-7,1.6007661392762579e-7,2.2386000748569806e-7
AddInteger/ExMemory 7/ExMemory 3,1.67446699606971e-6,1.6131259086081646e-6,1.7628365508951278e-6,2.5053281721681837e-7,2.1926390479684076e-7,2.888185413199487e-7
AddInteger/ExMemory 7/ExMemory 5,1.5404022157140037e-6,1.506983271555581e-6,1.605675133980371e-6,1.5439151563957558e-7,1.1227095313075515e-7,2.203905654243069e-7
AddInteger/ExMemory 7/ExMemory 7,1.2617923256331632e-6,1.2219375300941887e-6,1.3305343249324386e-6,1.5869944065126785e-7,1.2634278995943187e-7,2.1250693112919513e-7
AddInteger/ExMemory 7/ExMemory 9,1.6319896423764974e-6,1.5679683517043453e-6,1.6948814845466056e-6,2.0417952068805293e-7,1.720289306545294e-7,2.4286329789755183e-7
AddInteger/ExMemory 7/ExMemory 11,1.4815554447339016e-6,1.4605813487962323e-6,1.5206055552552098e-6,9.130284720114848e-8,6.872844963700442e-8,1.1915019214552755e-7
AddInteger/ExMemory 7/ExMemory 13,1.1681939501706119e-6,1.1593145436903212e-6,1.194570446329392e-6,5.317226462662743e-8,7.013268242663277e-9,1.020208203101999e-7
AddInteger/ExMemory 7/ExMemory 15,1.4277007654220776e-6,1.3761674375033212e-6,1.48111042595033e-6,1.668785634403675e-7,1.3147296378559484e-7,2.406035209619341e-7
AddInteger/ExMemory 7/ExMemory 17,1.6312727765932872e-6,1.573024380775249e-6,1.6910942241521955e-6,2.1291747916887096e-7,1.7297829818568635e-7,2.549152927722514e-7
AddInteger/ExMemory 7/ExMemory 19,1.519666427981262e-6,1.4879334108204895e-6,1.579437487952582e-6,1.39044662053167e-7,9.004892859653892e-8,2.266814836055148e-7
AddInteger/ExMemory 7/ExMemory 21,1.4843790263870187e-6,1.4567985634244712e-6,1.5246278037322351e-6,1.1251813036185721e-7,7.521960648278542e-8,1.619007458066427e-7
AddInteger/ExMemory 7/ExMemory 23,1.5594279934787594e-6,1.4894078472784206e-6,1.746933849228448e-6,3.946587862651417e-7,8.036447023491276e-8,7.437546522068204e-7
AddInteger/ExMemory 7/ExMemory 25,1.2120637658891277e-6,1.1824198565862435e-6,1.2721224214579615e-6,1.4034115689406147e-7,7.375547969043431e-8,2.526026858623861e-7
AddInteger/ExMemory 7/ExMemory 27,1.1983862840881398e-6,1.1699907448532073e-6,1.2418832769119165e-6,1.1894662249175654e-7,4.849997628153076e-8,1.8323689924987752e-7
AddInteger/ExMemory 7/ExMemory 29,1.4701463504121056e-6,1.4012207830518678e-6,1.5232745818907868e-6,2.200738156848635e-7,1.7936240628976955e-7,2.6099002275741727e-7
AddInteger/ExMemory 7/ExMemory 31,1.3539729140100328e-6,1.2745615699047437e-6,1.4219093649030262e-6,2.2898098843089036e-7,1.852324766311532e-7,3.2421028972253367e-7
AddInteger/ExMemory 9/ExMemory 1,1.576433236067132e-6,1.5255313298333587e-6,1.6447573059820258e-6,2.1084592882658712e-7,1.638784562423562e-7,2.7768373387295467e-7
AddInteger/ExMemory 9/ExMemory 3,1.5155918109657322e-6,1.48348126808152e-6,1.5696868957235112e-6,1.3204280423471102e-7,9.752012636601787e-8,1.9467386167810185e-7
AddInteger/ExMemory 9/ExMemory 5,1.5493976615502693e-6,1.5094764456088186e-6,1.5958659465969496e-6,1.4979724306992594e-7,1.2176310851639911e-7,1.9418811966216038e-7
AddInteger/ExMemory 9/ExMemory 7,1.6278245006829074e-6,1.5846280463995845e-6,1.6868747707378356e-6,1.8463086045609262e-7,1.6190019029216029e-7,2.2198843096192806e-7
AddInteger/ExMemory 9/ExMemory 9,1.5416091871662132e-6,1.5063024437969809e-6,1.6115039466395387e-6,1.6472633004010327e-7,1.2137508663358025e-7,2.1627219451484122e-7
AddInteger/ExMemory 9/ExMemory 11,1.4744377233944907e-6,1.448621480545178e-6,1.5132323111884587e-6,1.0819974770538875e-7,6.163056374019433e-8,1.5924508657305783e-7
AddInteger/ExMemory 9/ExMemory 13,1.5378764540359011e-6,1.49585785618199e-6,1.57965687102239e-6,1.3869691292499578e-7,1.136078115527448e-7,1.7086993618146368e-7
AddInteger/ExMemory 9/ExMemory 15,1.4771238115497768e-6,1.4541581738272081e-6,1.5234188504526788e-6,1.0010160970378752e-7,6.447069411597519e-8,1.4456549238049838e-7
AddInteger/ExMemory 9/ExMemory 17,1.407797408631022e-6,1.336611821922959e-6,1.4858894218694684e-6,2.3940464314994754e-7,2.0936321692229334e-7,2.914249392478767e-7
AddInteger/ExMemory 9/ExMemory 19,1.1949172809539476e-6,1.1771266885395746e-6,1.2260648459721457e-6,8.401897280192628e-8,5.011074772336339e-8,1.1143257818404268e-7
AddInteger/ExMemory 9/ExMemory 21,1.431408734479918e-6,1.3444058848585303e-6,1.5705278682302222e-6,3.586360941066818e-7,2.7760823279495477e-7,5.080843600715118e-7
AddInteger/ExMemory 9/ExMemory 23,1.4281761533203736e-6,1.3724189795067937e-6,1.4643307212946396e-6,1.3929297265219799e-7,1.1282040233401315e-7,1.7863193165532122e-7
AddInteger/ExMemory 9/ExMemory 25,1.6736407151160284e-6,1.5928341345087987e-6,1.8136732475188542e-6,3.424545468665446e-7,2.3229177076780309e-7,5.200556064089218e-7
AddInteger/ExMemory 9/ExMemory 27,1.5526925338529062e-6,1.5235641256035947e-6,1.5991219530930237e-6,1.2621918595323675e-7,9.689744401525863e-8,1.7335286400947548e-7
AddInteger/ExMemory 9/ExMemory 29,1.4061819594866764e-6,1.3051775039673235e-6,1.6097076081272645e-6,4.274831443958884e-7,2.1320479839209088e-7,8.498138780325642e-7
AddInteger/ExMemory 9/ExMemory 31,1.5649945414787873e-6,1.5306978867142544e-6,1.634258006758424e-6,1.610563020181267e-7,1.1937337570616002e-7,2.259827364160994e-7
AddInteger/ExMemory 11/ExMemory 1,1.5559826152811575e-6,1.5170205732805043e-6,1.6149676057751466e-6,1.5704873584729241e-7,1.1961049788851125e-7,2.2054118295523316e-7
AddInteger/ExMemory 11/ExMemory 3,1.5681118156280578e-6,1.5322616041532886e-6,1.6205815803360092e-6,1.458203558693519e-7,1.188249890777185e-7,1.8532308775273724e-7
AddInteger/ExMemory 11/ExMemory 5,1.516424774045346e-6,1.4316603659686947e-6,1.594524879541626e-6,2.5531536420975977e-7,2.0679742589633977e-7,2.996009876427148e-7
AddInteger/ExMemory 11/ExMemory 7,1.4918219431897878e-6,1.4452900901215177e-6,1.540897104586951e-6,1.5859695210623655e-7,1.236056249362604e-7,2.0670137657389776e-7
AddInteger/ExMemory 11/ExMemory 9,1.5088151399150446e-6,1.4840174003563962e-6,1.5716532732909403e-6,1.1563729271925785e-7,7.929605149105587e-8,2.0259389093619224e-7
AddInteger/ExMemory 11/ExMemory 11,1.5284925846944224e-6,1.4811127634409678e-6,1.5864197552548008e-6,1.8808223370909186e-7,1.442923190621817e-7,2.409159950306572e-7
AddInteger/ExMemory 11/ExMemory 13,1.578849173287472e-6,1.537013734711564e-6,1.6502181290229598e-6,1.8883205412935497e-7,1.3104988910974036e-7,2.917870724283751e-7
AddInteger/ExMemory 11/ExMemory 15,1.5946191405951602e-6,1.5548216637333624e-6,1.6419936045184536e-6,1.425353584927791e-7,1.1669611442643669e-7,1.6592985979842132e-7
AddInteger/ExMemory 11/ExMemory 17,1.6126791269796113e-6,1.555824586275946e-6,1.6943317933882514e-6,2.1879333100964747e-7,1.7705887189721973e-7,2.9803636060388686e-7
AddInteger/ExMemory 11/ExMemory 19,1.427877601876198e-6,1.3965285614483558e-6,1.4640452407334667e-6,1.199505584635642e-7,8.82490818100481e-8,1.661209124755885e-7
AddInteger/ExMemory 11/ExMemory 21,1.5056831161658082e-6,1.4732596277866193e-6,1.5504979925893144e-6,1.2575479051413747e-7,9.206755422533634e-8,1.6433977716107505e-7
AddInteger/ExMemory 11/ExMemory 23,1.1811968929199493e-6,1.1705301199780456e-6,1.2119298119361038e-6,6.062741743384887e-8,3.622476157149989e-8,1.0186736087494899e-7
AddInteger/ExMemory 11/ExMemory 25,1.5483121996382086e-6,1.5123601121212636e-6,1.5915049460820043e-6,1.2718675235432713e-7,1.027663959000213e-7,1.5775901251576338e-7
AddInteger/ExMemory 11/ExMemory 27,1.592104047729864e-6,1.540382162756092e-6,1.6434465233843345e-6,1.7763705103532786e-7,1.5141587903804075e-7,2.2064067782908952e-7
AddInteger/ExMemory 11/ExMemory 29,1.53956743287502e-6,1.4926207728447263e-6,1.5961316703824108e-6,1.704456409027565e-7,1.323684191550561e-7,2.201620488905589e-7
AddInteger/ExMemory 11/ExMemory 31,1.2403634297114279e-6,1.1988815122195407e-6,1.2872340329160987e-6,1.48744049871134e-7,1.0407112371021189e-7,1.9329467368533943e-7
AddInteger/ExMemory 13/ExMemory 1,1.5246182892316925e-6,1.485473498659575e-6,1.5766347555010008e-6,1.5218402664864324e-7,1.1021595259494225e-7,1.928678901288991e-7
AddInteger/ExMemory 13/ExMemory 3,1.5725146410150361e-6,1.529707289602913e-6,1.6342129369968602e-6,1.8168565139248318e-7,1.4090614757346813e-7,2.5184905440665875e-7
AddInteger/ExMemory 13/ExMemory 5,1.4892859576160406e-6,1.4077270481031033e-6,1.5570919034713157e-6,2.2456046661283598e-7,1.8706972557903183e-7,2.766172318317737e-7
AddInteger/ExMemory 13/ExMemory 7,1.2268695009194737e-6,1.1797763933000707e-6,1.3020307686621513e-6,1.904692357656461e-7,7.813253785846758e-8,3.250759542586432e-7
AddInteger/ExMemory 13/ExMemory 9,1.5997581063359468e-6,1.5519069388107559e-6,1.659000071029194e-6,1.85456633715749e-7,1.4518636274143346e-7,2.3089920651052564e-7
AddInteger/ExMemory 13/ExMemory 11,1.444636134931297e-6,1.3794456788191558e-6,1.5157140510716746e-6,2.4262373120471534e-7,1.87158751907338e-7,2.89685386540685e-7
AddInteger/ExMemory 13/ExMemory 13,1.5692979503112312e-6,1.5365116891048885e-6,1.6109300406914932e-6,1.399066745887892e-7,1.1820635891348008e-7,1.7889228850280987e-7
AddInteger/ExMemory 13/ExMemory 15,1.3459828047337366e-6,1.284857783318646e-6,1.4159752766547583e-6,2.2328324010656347e-7,1.8771970253062667e-7,2.641001662827891e-7
AddInteger/ExMemory 13/ExMemory 17,1.1623857143129132e-6,1.1552016811446233e-6,1.1773713892348198e-6,3.610479447932346e-8,9.825410326320676e-9,6.480034135996751e-8
AddInteger/ExMemory 13/ExMemory 19,1.3991339669124942e-6,1.3343048592255789e-6,1.4742472779801773e-6,2.3170073088906338e-7,1.8774621309564915e-7,3.2665865434837155e-7
AddInteger/ExMemory 13/ExMemory 21,1.3940189044232447e-6,1.3266745761205354e-6,1.4590032199780313e-6,2.0233091117660243e-7,1.8065096469670993e-7,2.393403823700968e-7
AddInteger/ExMemory 13/ExMemory 23,1.5596583840465371e-6,1.4591203962895453e-6,1.7265411717592673e-6,4.0412801586737185e-7,3.153784573230945e-7,5.873394263093966e-7
AddInteger/ExMemory 13/ExMemory 25,1.570657345791453e-6,1.53495801456308e-6,1.622180663902842e-6,1.4348830665972545e-7,1.2137651184454753e-7,1.8820927519559114e-7
AddInteger/ExMemory 13/ExMemory 27,1.2942994547989598e-6,1.245128541936731e-6,1.3835147885656895e-6,2.269325150556725e-7,1.3324939540961506e-7,4.3657017653816117e-7
AddInteger/ExMemory 13/ExMemory 29,1.6156838293552792e-6,1.5766507003961854e-6,1.6728413097587727e-6,1.810062877434968e-7,1.5422964860368186e-7,2.250550295598436e-7
AddInteger/ExMemory 13/ExMemory 31,1.6174353099067022e-6,1.5434274136768684e-6,1.7810474797020242e-6,3.233383819835386e-7,1.7234981107064044e-7,5.906791992471772e-7
AddInteger/ExMemory 15/ExMemory 1,1.1926593028381033e-6,1.166136751765863e-6,1.2352665975518332e-6,1.0763890351587445e-7,7.11548055770009e-8,1.5802571258116485e-7
AddInteger/ExMemory 15/ExMemory 3,1.7228835868730426e-6,1.6162951834363146e-6,2.0670715625282865e-6,6.323611261704053e-7,1.775609579060164e-7,1.3070308873102303e-6
AddInteger/ExMemory 15/ExMemory 5,1.4399046976715408e-6,1.3936798270243993e-6,1.5077381298357614e-6,1.8127287643889582e-7,1.4055265156107103e-7,2.5909418789217876e-7
AddInteger/ExMemory 15/ExMemory 7,1.3797563455114434e-6,1.325607960599903e-6,1.437863117456671e-6,1.797506443665998e-7,1.3402979800559513e-7,2.4210020384867616e-7
AddInteger/ExMemory 15/ExMemory 9,1.5770623120107797e-6,1.5212701719203638e-6,1.6561992731037996e-6,1.8200285502614412e-7,1.3846562312155352e-7,2.4262580233364386e-7
AddInteger/ExMemory 15/ExMemory 11,1.3834340857054483e-6,1.328837099234756e-6,1.4536112927808325e-6,1.8908419905110444e-7,1.6341303928232663e-7,2.2412393645854775e-7
AddInteger/ExMemory 15/ExMemory 13,1.5513006157346436e-6,1.5158662361038588e-6,1.6096931752170367e-6,1.3438810967372566e-7,1.1122626618208746e-7,1.7069152285404923e-7
AddInteger/ExMemory 15/ExMemory 15,1.5900345214732237e-6,1.52992866383999e-6,1.6364843091010308e-6,1.7743401817210154e-7,1.3979210953389517e-7,2.224671707368262e-7
AddInteger/ExMemory 15/ExMemory 17,1.5640754889410496e-6,1.522223852946627e-6,1.6185693805580051e-6,1.6780218699998001e-7,1.2668433777898754e-7,2.1360650561171925e-7
AddInteger/ExMemory 15/ExMemory 19,1.4949339487305562e-6,1.462310579848792e-6,1.5754125422043935e-6,1.650017012232115e-7,7.028229662953743e-8,3.233606086356742e-7
AddInteger/ExMemory 15/ExMemory 21,1.548682842361104e-6,1.5135383822395768e-6,1.5914981619267291e-6,1.4047056691749196e-7,1.1353067229983067e-7,1.7934259029455318e-7
AddInteger/ExMemory 15/ExMemory 23,1.5673694890296798e-6,1.519922967531314e-6,1.6572357160581706e-6,2.071206052905833e-7,1.183041690398152e-7,3.706585818311944e-7
AddInteger/ExMemory 15/ExMemory 25,1.5370333236807974e-6,1.4743855824971652e-6,1.6043003030568056e-6,2.231577992764396e-7,1.7494316126548766e-7,2.767174529899342e-7
AddInteger/ExMemory 15/ExMemory 27,1.4475889714146311e-6,1.4036978669358584e-6,1.5061845726051803e-6,1.7408834571206214e-7,1.3170317501513722e-7,2.402041690222844e-7
AddInteger/ExMemory 15/ExMemory 29,1.5515501810360511e-6,1.5039718696948119e-6,1.613783371464549e-6,1.649432438060072e-7,1.1826698286863477e-7,2.487970279675968e-7
AddInteger/ExMemory 15/ExMemory 31,1.543199054108354e-6,1.5084841328152149e-6,1.6278838658486937e-6,1.5517128057975892e-7,1.1219418463982482e-7,2.2828914641505653e-7
AddInteger/ExMemory 17/ExMemory 1,1.5019199283287117e-6,1.4690047091086534e-6,1.5545345481984518e-6,1.4454507875391024e-7,1.153655709963075e-7,1.84372174696345e-7
AddInteger/ExMemory 17/ExMemory 3,1.166942254640767e-6,1.1647581631029929e-6,1.1695041087562474e-6,7.9018606356595e-9,5.445900462781968e-9,1.066965849419555e-8
AddInteger/ExMemory 17/ExMemory 5,1.6755606863427112e-6,1.612736327873609e-6,1.743558451245318e-6,2.098130313904533e-7,1.754057542578839e-7,2.446950456705159e-7
AddInteger/ExMemory 17/ExMemory 7,1.5575100453494287e-6,1.5281839770827198e-6,1.6021241936719754e-6,1.3092527390152978e-7,1.018072709009599e-7,1.709710483049326e-7
AddInteger/ExMemory 17/ExMemory 9,1.3431486183390381e-6,1.2881115633113578e-6,1.399735725615952e-6,1.8116847558840015e-7,1.499575480193671e-7,2.4201355468832545e-7
AddInteger/ExMemory 17/ExMemory 11,1.4126712532331838e-6,1.3772981732731234e-6,1.4403658450505345e-6,9.886564277735424e-8,6.346190505815057e-8,1.3647316204931448e-7
AddInteger/ExMemory 17/ExMemory 13,1.3364774044885985e-6,1.2715067252830167e-6,1.4195821407692278e-6,2.3512243188856232e-7,1.9432350364998165e-7,2.9743819957548506e-7
AddInteger/ExMemory 17/ExMemory 15,1.546354753012648e-6,1.4986397376309241e-6,1.6121876557021037e-6,1.7205863383065041e-7,1.1700921183845709e-7,2.2398272182387406e-7
AddInteger/ExMemory 17/ExMemory 17,1.239345651709456e-6,1.205199200874832e-6,1.2930013092997685e-6,1.362333802332836e-7,9.830252498566152e-8,1.995127266000276e-7
AddInteger/ExMemory 17/ExMemory 19,1.5390831375886046e-6,1.4937602990801912e-6,1.5903078441691988e-6,1.6154637866546654e-7,1.238738871703955e-7,2.2261072945589418e-7
AddInteger/ExMemory 17/ExMemory 21,1.6987700920709522e-6,1.6273949845394409e-6,1.7710644094864832e-6,2.417163217249831e-7,2.1205736595844267e-7,3.1177037925590897e-7
AddInteger/ExMemory 17/ExMemory 23,1.482530710708699e-6,1.4529575590838228e-6,1.5179764335332215e-6,1.1042983332632474e-7,8.111523609757501e-8,1.5698723394965207e-7
AddInteger/ExMemory 17/ExMemory 25,1.6403056260808436e-6,1.5973814114303285e-6,1.707769338670804e-6,1.8151381490411646e-7,1.4960217736043303e-7,2.3937316791987027e-7
AddInteger/ExMemory 17/ExMemory 27,1.5504986958506892e-6,1.5113906850648897e-6,1.5964041803862616e-6,1.4710854841324567e-7,1.0351015765684801e-7,1.9065237128255815e-7
AddInteger/ExMemory 17/ExMemory 29,1.6228845618632955e-6,1.564306873245117e-6,1.7091823890868432e-6,2.3221973158215315e-7,1.569828131063273e-7,3.529929143996373e-7
AddInteger/ExMemory 17/ExMemory 31,1.5812324253442185e-6,1.5356664238765142e-6,1.627085546329228e-6,1.536774306025737e-7,1.324721394159444e-7,1.7852195679247864e-7
AddInteger/ExMemory 19/ExMemory 1,1.6033021053915887e-6,1.5283452499102563e-6,1.690623128713222e-6,2.8091676119961544e-7,1.9690514129125393e-7,3.913873061701617e-7
AddInteger/ExMemory 19/ExMemory 3,1.5505199031415302e-6,1.4922518124402494e-6,1.619865604228864e-6,1.9309627270967497e-7,1.43609939397388e-7,2.502975199571226e-7
AddInteger/ExMemory 19/ExMemory 5,1.6628125727968141e-6,1.5917390822990529e-6,1.8891647085562738e-6,3.9834979778395273e-7,1.6200305568043884e-7,7.685314796701324e-7
AddInteger/ExMemory 19/ExMemory 7,1.4570413847946503e-6,1.4461703564400462e-6,1.485391319227045e-6,5.4033643920248154e-8,2.5306393453799835e-8,1.0403027363417202e-7
